E$16	97.64	11.63	270.00		0201
E$23	99.16	11.94	270.00		0402
E$24	100.69	12.24	270.00		0603
E$25	102.21	12.83	270.00		0805
E$26	104.17	13.08	270.00		1206
E$27	106.88	13.18	90.00		1210
E$28	110.21	13.97	270.00		2010
E$31	148.03	13.49	180.00		SOT223
E$32	148.03	5.36	180.00		SOT89
E$33	142.44	9.68	180.00		SOT23-5
E$34	142.44	4.29	180.00		SOT23-3
E$35	142.44	15.01	180.00		SC70
E$36	80.77	15.52	0.00		CRYSTAL-SMD-5X3.2
E$37	79.78	9.17	0.00		CRYSTAL-SMD-3.2X2.5
E$38	79.17	3.43	0.00		CRYSTAL-SMD-2.5X2
E$39	89.13	9.88	270.00		HC49UP
E$40	84.96	3.61	270.00		XTAL-2X1.2
E$41	116.54	16.61	270.00		MICROMELF-R
E$42	115.01	16.97	270.00		SC79_INFINEON
E$43	126.34	15.01	90.00		SMA-DIODE
E$44	130.25	14.40	270.00		SMB-DIODE
E$45	135.81	12.73	270.00		SMC
E$47	123.14	14.88	270.00		SOD-128
E$48	118.31	16.36	90.00		SOD-323
E$49	120.35	15.42	270.00		SOD80C
E$55	62.56	5.33	180.00		QFN-24
E$56	62.66	12.24	90.00		TSSOP16
E$57	70.94	13.21	90.00		SO08
E$58	70.94	6.10	180.00		TQFP32-5MM
E$60	97.64	16.31	270.00		0201
E$61	99.16	16.00	270.00		0402
E$62	100.69	15.72	270.00		0603
E$63	97.64	13.97	270.00		0201
SWC	11.02	8.83	270.00	TPB1,27	B1,27
SWD	13.53	8.83	270.00	TPB1,27	B1,27
