BR1	28.14	20.53	270.00	NM	J0402
USB1	2.90	38.10	270.00	MCR-AB1-S-RA-SMT-TR	MCR-AB1-S-RA-SMT
USB2	2.74	22.23	270.00	MCR-B-S-RA-SMT-CS1TR	CON2_USB_MICRO_B_AT
Y1	37.52	40.51	270.00	12mHz-12pF-K7	CRYSTAL-3.2-2.5
Y2	31.29	29.26	90.00	32,768Khz_SMD	RESONATOR_EPSON_FC_145
Y4	9.55	15.95	0.00	16Mhz-KX-7	CRYSTAL-3.2-2.5
Z1	7.92	36.37	270.00	BRNCG0603MLC-05E	CT/CN0603
Z2	7.92	40.03	90.00	BRNCG0603MLC-05E	CT/CN0603
Z3	6.60	24.69	270.00	BRNCG0603MLC-05E	CT/CN0603
Z4	5.89	20.73	90.00	BRNCG0603MLC-05E	CT/CN0603
Z5	4.47	43.59	0.00	BRNCG0603MLC-05E	CT/CN0603
